IDEVALUACIO,IDALUMNE,TOTAL,EDAD,SEXO,TIPUS_ESCOLA,PROFE,GRAMMAR,LISTENING,READING,SPEAKING,WRITING,TOTAL_Predicho,Residuo,Residuo_Absoluto
50,280,68.7,12,M,PUBLICA,GUY,13.5,18.0,14.7,15.5,15.0,73.2137017046727,-4.513701704672698,4.513701704672698
50,280,71.6,12,M,PUBLICA,GUY,13.5,18.0,14.7,15.5,15.0,73.2137017046727,-1.6137017046727067,1.6137017046727067
50,280,73.3,12,M,PUBLICA,GUY,13.5,18.0,14.7,15.5,15.0,73.2137017046727,0.08629829532729616,0.08629829532729616
50,280,74.8,12,M,PUBLICA,GUY,13.5,18.0,14.7,15.5,15.0,73.2137017046727,1.5862982953272962,1.5862982953272962
50,280,75.7,12,M,PUBLICA,GUY,13.5,18.0,14.7,15.5,15.0,73.2137017046727,2.486298295327302,2.486298295327302
50,280,76.7,12,M,PUBLICA,GUY,13.5,18.0,14.7,15.5,15.0,73.2137017046727,3.486298295327302,3.486298295327302
50,280,77.0,12,M,PUBLICA,GUY,13.5,18.0,14.7,15.5,15.0,73.2137017046727,3.786298295327299,3.786298295327299
50,280,77.2,12,M,PUBLICA,GUY,13.5,18.0,14.7,15.5,15.0,73.2137017046727,3.986298295327302,3.986298295327302
50,280,79.1,12,M,PUBLICA,GUY,13.5,18.0,14.7,15.5,15.0,73.2137017046727,5.886298295327293,5.886298295327293
50,280,80.0,12,M,PUBLICA,GUY,13.5,18.0,14.7,15.5,15.0,73.2137017046727,6.786298295327299,6.786298295327299
50,280,80.1,12,M,PUBLICA,GUY,13.5,18.0,14.7,15.5,15.0,73.2137017046727,6.886298295327293,6.886298295327293
50,280,81.2,12,M,PUBLICA,GUY,13.5,18.0,14.7,15.5,15.0,73.2137017046727,7.986298295327302,7.986298295327302
50,280,81.4,12,M,PUBLICA,GUY,13.5,18.0,14.7,15.5,15.0,73.2137017046727,8.186298295327305,8.186298295327305
50,280,82.0,12,M,PUBLICA,GUY,13.5,18.0,14.7,15.5,15.0,73.2137017046727,8.786298295327299,8.786298295327299
50,280,82.2,12,M,PUBLICA,GUY,13.5,18.0,14.7,15.5,15.0,73.2137017046727,8.986298295327302,8.986298295327302
50,280,83.0,12,M,PUBLICA,GUY,13.5,18.0,14.7,15.5,15.0,73.2137017046727,9.786298295327299,9.786298295327299
50,280,83.1,12,M,PUBLICA,GUY,13.5,18.0,14.7,15.5,15.0,73.2137017046727,9.886298295327293,9.886298295327293
50,280,83.7,12,M,PUBLICA,GUY,13.5,18.0,14.7,15.5,15.0,73.2137017046727,10.486298295327302,10.486298295327302
50,280,83.8,12,M,PUBLICA,GUY,13.5,18.0,14.7,15.5,15.0,73.2137017046727,10.586298295327296,10.586298295327296
50,280,83.9,12,M,PUBLICA,GUY,13.5,18.0,14.7,15.5,15.0,73.2137017046727,10.686298295327305,10.686298295327305
50,280,85.6,12,M,PUBLICA,GUY,13.5,18.0,14.7,15.5,15.0,73.2137017046727,12.386298295327293,12.386298295327293
50,358,58.4,15,F,PUBLICA,KATE,10.6,15.6,13.3,14.0,13.0,68.02748925948836,-9.627489259488364,9.627489259488364
50,358,65.1,15,F,PUBLICA,KATE,10.6,15.6,13.3,14.0,13.0,68.02748925948836,-2.927489259488368,2.927489259488368
50,358,65.7,15,F,PUBLICA,KATE,10.6,15.6,13.3,14.0,13.0,68.02748925948836,-2.3274892594883596,2.3274892594883596
50,358,65.8,15,F,PUBLICA,KATE,10.6,15.6,13.3,14.0,13.0,68.02748925948836,-2.2274892594883653,2.2274892594883653
50,358,66.5,15,F,PUBLICA,KATE,10.6,15.6,13.3,14.0,13.0,68.02748925948836,-1.5274892594883624,1.5274892594883624
50,358,66.7,15,F,PUBLICA,KATE,10.6,15.6,13.3,14.0,13.0,68.02748925948836,-1.3274892594883596,1.3274892594883596
50,358,68.8,15,F,PUBLICA,KATE,10.6,15.6,13.3,14.0,13.0,68.02748925948836,0.7725107405116347,0.7725107405116347
50,358,69.2,15,F,PUBLICA,KATE,10.6,15.6,13.3,14.0,13.0,68.02748925948836,1.1725107405116404,1.1725107405116404
50,358,69.6,15,F,PUBLICA,KATE,10.6,15.6,13.3,14.0,13.0,68.02748925948836,1.5725107405116319,1.5725107405116319
50,358,70.1,15,F,PUBLICA,KATE,10.6,15.6,13.3,14.0,13.0,68.02748925948836,2.072510740511632,2.072510740511632
50,358,71.4,15,F,PUBLICA,KATE,10.6,15.6,13.3,14.0,13.0,68.02748925948836,3.3725107405116432,3.3725107405116432
50,358,71.5,15,F,PUBLICA,KATE,10.6,15.6,13.3,14.0,13.0,68.02748925948836,3.4725107405116376,3.4725107405116376
50,358,72.1,15,F,PUBLICA,KATE,10.6,15.6,13.3,14.0,13.0,68.02748925948836,4.072510740511632,4.072510740511632
50,358,73.1,15,F,PUBLICA,KATE,10.6,15.6,13.3,14.0,13.0,68.02748925948836,5.072510740511632,5.072510740511632
50,358,73.7,15,F,PUBLICA,KATE,10.6,15.6,13.3,14.0,13.0,68.02748925948836,5.67251074051164,5.67251074051164
50,358,74.3,15,F,PUBLICA,KATE,10.6,15.6,13.3,14.0,13.0,68.02748925948836,6.272510740511635,6.272510740511635
50,358,74.6,15,F,PUBLICA,KATE,10.6,15.6,13.3,14.0,13.0,68.02748925948836,6.572510740511632,6.572510740511632
50,358,77.1,15,F,PUBLICA,KATE,10.6,15.6,13.3,14.0,13.0,68.02748925948836,9.072510740511632,9.072510740511632
50,358,79.8,15,F,PUBLICA,KATE,10.6,15.6,13.3,14.0,13.0,68.02748925948836,11.772510740511635,11.772510740511635
50,358,82.0,15,F,PUBLICA,KATE,10.6,15.6,13.3,14.0,13.0,68.02748925948836,13.972510740511638,13.972510740511638
50,359,60.2,12,M,PUBLICA,MARY,13.7,18.0,20.0,14.8,14.0,73.66852782052472,-13.468527820524713,13.468527820524713
50,359,68.1,12,M,PUBLICA,MARY,13.7,18.0,20.0,14.8,14.0,73.66852782052472,-5.5685278205247215,5.5685278205247215
50,359,68.4,12,M,PUBLICA,MARY,13.7,18.0,20.0,14.8,14.0,73.66852782052472,-5.26852782052471,5.26852782052471
50,359,70.0,12,M,PUBLICA,MARY,13.7,18.0,20.0,14.8,14.0,73.66852782052472,-3.668527820524716,3.668527820524716
50,359,74.9,12,M,PUBLICA,MARY,13.7,18.0,20.0,14.8,14.0,73.66852782052472,1.2314721794752899,1.2314721794752899
50,359,75.5,12,M,PUBLICA,MARY,13.7,18.0,20.0,14.8,14.0,73.66852782052472,1.8314721794752842,1.8314721794752842
