addresses_roadtype_name,addresses_end_street_number,geo_epgs_4326_lon,values_attribute_name,estimated_dates,addresses_road_name,values_category,addresses_zip_code,secondary_filters_id,values_value,addresses_town,secondary_filters_name,timetable,secondary_filters_tree,start_date,addresses_district_name,end_date,geo_epgs_25831_x,addresses_start_street_number,register_id,institution_id,addresses_main_address,addresses_district_id,addresses_roadtype_id,addresses_type,addresses_neighborhood_id,_id,name,addresses_road_id,created,geo_epgs_25831_y,institution_name,modified,secondary_filters_asia_id,secondary_filters_fullpath,geo_epgs_4326_lat,values_description,values_id,addresses_neighborhood_name,values_outstanding,values_attribute_id
,,2.1378928721475967,Tel.,,Carrer de la Constitució,Telèfons,8014,56732069,93 421 71 50,Barcelona,Educació secundària,,651,,Sants-Montjuïc,,427902.0251681852,15,﻿92168166156,,True,3,,,16,23,Centre Educatiu FEP Sant Medir,89707,1987-09-29T00:00:00,4580183.57587625,,2025-03-14T09:31:29.381555,65103003001001,Planol BCN >> Educació >> Ensenyament reglat >> Educació secundària,41.36993851664151,c. Constitució,172740,la Bordeta,True,20001
,,2.1990702860756914,Tel.,,C Menorca,Telèfons,8020,56731069,933139292,BARCELONA,Ensenyament infantil (3-6 anys),,651,,Sant Martí,,433070.79377717717,80,﻿92168166172,,True,10,,,72,24,Centre Educatiu San Rafael,208205,1987-11-19T00:00:00,4585809.447056751,,2025-03-11T09:33:53.783845,65103003000001,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),41.421055653974776,,172743,Sant Martí de Provençals,True,20001
,,2.1990702860756914,Tel.,,C Menorca,Telèfons,8020,56732068,933139292,BARCELONA,Educació primària,,651,,Sant Martí,,433070.79377717717,80,﻿92168166172,,True,10,,,72,25,Centre Educatiu San Rafael,208205,1987-11-19T00:00:00,4585809.447056751,,2025-03-11T09:33:53.783845,65103003001000,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,41.421055653974776,,172743,Sant Martí de Provençals,True,20001
,,2.1384266320287693,Tel.,,Passatge d'Antonio Ruiz Villalba,Telèfons,8038,56731069,933329346,Barcelona,Ensenyament infantil (3-6 anys),,651,,Sants-Montjuïc,,427935.7530754827,6,﻿92168166213,,True,3,,,13,26,Escola Seat,701851,1985-03-12T00:00:00,4579085.263608764,,2022-11-16T17:44:28.782276,65103003000001,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),41.36004942767377,,172750,la Marina de Port,True,20001
,,2.1384266320287693,Tel.,,Passatge d'Antonio Ruiz Villalba,Telèfons,8038,56732068,933329346,Barcelona,Educació primària,,651,,Sants-Montjuïc,,427935.7530754827,6,﻿92168166213,,True,3,,,13,27,Escola Seat,701851,1985-03-12T00:00:00,4579085.263608764,,2022-11-16T17:44:28.782276,65103003001000,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,41.36004942767377,,172750,la Marina de Port,True,20001
,,2.1120357203064737,Tel.,,Carrer dels Esports,Telèfons,8017,56731069,932801023,Barcelona,Ensenyament infantil (3-6 anys),,651,,Sarrià-Sant Gervasi,,425775.01908736594,9,﻿92168166245,,True,5,,,23,28,Escola Tàber,98854,1987-09-29T00:00:00,4583664.826444591,,2025-02-24T09:28:43.494097,65103003000001,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),41.401099242696475,,172754,Sarrià,True,20001
,,2.1120357203064737,Tel.,,Carrer dels Esports,Telèfons,8017,56732068,932801023,Barcelona,Educació primària,,651,,Sarrià-Sant Gervasi,,425775.01908736594,9,﻿92168166245,,True,5,,,23,29,Escola Tàber,98854,1987-09-29T00:00:00,4583664.826444591,,2025-02-24T09:28:43.494097,65103003001000,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,41.401099242696475,,172754,Sarrià,True,20001
,,2.1839578397165673,Tel.,,Nàpols,Telèfons,8018,,625 633 389,BARCELONA,,,,,Eixample,,431779.279930913,42,﻿33141645,,True,2,,,5,30,Escola Oficial Patinatge en Línia,225500,2000-02-02T00:00:00,4582781.090329668,,2023-07-03T09:47:54.612297,,,41.39367157911195,,128114,el Fort Pienc,True,20001
,,2.1559070776059728,Tel.,,C Calàbria,Telèfons,8015,,93 325 68 74,BARCELONA,,,,,Eixample,,429418.28721461585,87,﻿99400604497,,True,2,,,10,31,Centre de Ioga Blanc Yoga *Eixample,54509,2018-07-25T13:12:58,4581166.948596404,,2023-03-06T12:12:24.911989,,,41.37892982211203,,232128,Sant Antoni,True,20001
,,2.145718076772242,Tel.,,Balmes,Telèfons,8006,,932003283,BARCELONA,,,,,Sarrià-Sant Gervasi,,428591.7037028117,301,﻿251193419,,True,5,,,26,32,Tegma Cultural,32700,2000-09-07T00:00:00,4583752.886192237,,2025-04-15T16:38:33.817795,,,41.40214745731084,,130803,Sant Gervasi - Galvany,True,20001
,,2.1575427468064414,Tel.,,Pl Margarida Xirgu,Telèfons,8004,56732069,932 273 907,BARCELONA,Educació secundària,,651,,Sants-Montjuïc,,429546.9391389935,6,﻿266121351,92086011642,True,3,,,11,33,Institut d'Educació Secundària i Artística,700685,2000-09-22T00:00:00,4580330.049793043,Institut del Teatre,2025-03-11T14:05:22.306842,65103003001001,Planol BCN >> Educació >> Ensenyament reglat >> Educació secundària,41.37140342180358,,130822,el Poble-sec,True,20001
,,2.1519977690664587,Tel.,,C Muntaner,Telèfons,8036,56733069,934100077,BARCELONA,Idiomes,,651,,Eixample,,429106.13793154206,184,﻿75990090749,,True,2,,,8,35,Escola London Language Centre,223606,1996-09-18T00:00:00,4582676.8307969505,,2023-10-03T10:17:46.183697,65103003002001,Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes,41.392501354057636,,140562,l'Antiga Esquerra de l'Eixample,True,20001
,,2.162705424130043,Tel.,,C Tamarit,Telèfons,8011,56731068,934235503,BARCELONA,Ensenyament infantil (0-3 anys),,651,,Eixample,,429988.0236488868,191,﻿93113090355,,True,2,,,10,36,Llar d'Infants Bambi Roig,329902,1993-04-23T00:00:00,4581292.298491395,,2016-10-24T15:44:17,65103003000000,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (0-3 anys),41.380108582917536,,173127,Sant Antoni,True,20001
,4,2.1805581491479247,,,Avinguda d'Escolapi Càncer,,8033,56733068,,Barcelona,Adults,,651,,Nou Barris,,431564.31574354996,4,﻿99400676991,,True,8,,,54,37,Centre de Formació Professional Cruïlla,111908,2021-09-28T09:13:51.427679,4590101.292519781,,2022-06-29T10:00:24.289116,65103003002000,Planol BCN >> Educació >> Ensenyament no reglat >> Adults,41.459583794975394,,,Torre Baró,,
,4,2.1805581491479247,,,Avinguda d'Escolapi Càncer,,8033,56732073,,Barcelona,Formació professional,,651,,Nou Barris,,431564.31574354996,4,﻿99400676991,,True,8,,,54,38,Centre de Formació Professional Cruïlla,111908,2021-09-28T09:13:51.427679,4590101.292519781,,2022-06-29T10:00:24.289116,65103003001005,Planol BCN >> Educació >> Ensenyament reglat >> Formació professional,41.459583794975394,,,Torre Baró,,
,48,2.128156661221475,Tel.,,Carrer de Roger,Telèfons,8028,,93 611 40 17,Barcelona,,,,,Sants-Montjuïc,,427095.96942746,48,﻿99400677183,99400666919,True,3,,,17,39,Espai Familiar de Criança Municipal Els Gats,286402,2021-09-29T13:34:07.379900,4581006.07447287,Escola  Bressol Municipal Els Gats,2023-05-30T14:58:25.989171,,,41.377273833951676,,426909,Sants - Badal,False,20001
,,2.181027159499905,Tel.,,C Sant Feliu de Codines,Telèfons,8033,56732069,933500308,BARCELONA,Educació secundària,,651,,Nou Barris,,431603.9081392917,1,﻿92086005677,,True,8,,,54,40,Institut Pablo Ruiz Picasso,300503,1984-05-30T00:00:00,4590145.579527602,,2025-10-21T13:45:40.884078,65103003001001,Planol BCN >> Educació >> Ensenyament reglat >> Educació secundària,41.4599860460389,,162279,Torre Baró,True,20001
,,2.1499138529317703,Tel.,,Avinguda de la Riera de Cassoles,Telèfons,8012,56733069,932411633,Barcelona,Idiomes,,651,,Sarrià-Sant Gervasi,,428943.3132684167,23,﻿99400059887,,True,5,,,27,41,Escola Oficial d'Idiomes Barcelona III - Sant Gervasi,267000,2003-09-04T13:57:12,4583839.816418481,,2024-02-15T14:07:24.223016,65103003002001,Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes,41.402961556389265,,207595,el Putxet i el Farró,True,20001
,,2.137368293468205,Tel.,,C Comtes de Bell-lloc,Telèfons,8014,56733069,936671894,BARCELONA,Idiomes,,651,,Sants-Montjuïc,,427869.6442354749,85,﻿99400059894,,True,3,,,18,42,Escola Oficial d'Idiomes Barcelona V - Sants,88001,2003-09-04T14:09:47,4581338.504595048,,2019-04-09T18:08:07,65103003002001,Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes,41.380337628298,,207596,Sants,True,20001
,,2.1588910932356438,Tel.,,C Mallorca,Telèfons,8008,,935545283,BARCELONA,,,,,Eixample,,429681.052375021,219,﻿93060144702,,True,2,,,8,43,Equip d'Assessorament i Orientació Psicopedagògica B-47 Eixample,191204,1993-03-01T00:00:00,4582529.064358679,,2023-02-01T15:33:22.184248,,,41.39122094517484,,173489,l'Antiga Esquerra de l'Eixample,True,20001
,,2.1996691297574817,Tel.,,T Estadella,Telèfons,8030,,934159417,BARCELONA,,,,,Sant Andreu,,433134.2608726115,46,﻿98351125311,,True,9,,,59,44,Femarec S.C.C.L.,116300,1998-12-17T00:00:00,4587261.379920516,,2025-09-29T14:02:00.820049,,,41.43413804407905,,603559,el Bon Pastor,False,20001
,,2.147158169831797,Centraleta,,Pg Vall d'Hebron,Telèfons,8035,56732071,934035096,BARCELONA,Universitats,,651,,Horta-Guinardó,,428748.82438690326,171,﻿95195114710,,True,7,,,40,45,Aula de Poesia de Barcelona,352507,1995-07-14T00:00:00,4587482.826868194,,2007-01-02T10:48:13,65103003001003,Planol BCN >> Educació >> Ensenyament reglat >> Universitats,41.43575541409688,,186463,Montbau,True,20003
,,2.157239969018296,Tel.,,Rier Can Toda,Telèfons,8024,56731068,932103605,BARCELONA,Ensenyament infantil (0-3 anys),,651,,Gràcia,,429568.00093597115,29,﻿96283201450,,True,6,,,30,46,Centre Educatiu Jesuïtes Gràcia-Kostka,336806,1996-10-09T00:00:00,4585098.980271231,,2025-03-11T08:58:34.691021,65103003000000,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (0-3 anys),41.414357337303905,Edifici Primària,194462,la Salut,True,20001
,,2.157239969018296,Tel.,,Rier Can Toda,Telèfons,8024,56731069,932103605,BARCELONA,Ensenyament infantil (3-6 anys),,651,,Gràcia,,429568.00093597115,29,﻿96283201450,,True,6,,,30,47,Centre Educatiu Jesuïtes Gràcia-Kostka,336806,1996-10-09T00:00:00,4585098.980271231,,2025-03-11T08:58:34.691021,65103003000001,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),41.414357337303905,Edifici Primària,194462,la Salut,True,20001
,,2.157239969018296,Tel.,,Rier Can Toda,Telèfons,8024,56732068,932103605,BARCELONA,Educació primària,,651,,Gràcia,,429568.00093597115,29,﻿96283201450,,True,6,,,30,48,Centre Educatiu Jesuïtes Gràcia-Kostka,336806,1996-10-09T00:00:00,4585098.980271231,,2025-03-11T08:58:34.691021,65103003001000,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,41.414357337303905,Edifici Primària,194462,la Salut,True,20001
,,2.157239969018296,Tel.,,Rier Can Toda,Telèfons,8024,56732069,932103605,BARCELONA,Educació secundària,,651,,Gràcia,,429568.00093597115,29,﻿96283201450,,True,6,,,30,49,Centre Educatiu Jesuïtes Gràcia-Kostka,336806,1996-10-09T00:00:00,4585098.980271231,,2025-03-11T08:58:34.691021,65103003001001,Planol BCN >> Educació >> Ensenyament reglat >> Educació secundària,41.414357337303905,Edifici Primària,194462,la Salut,True,20001
,,2.123827322512148,Tel.,,Trav Corts,Telèfons,8028,56731068,933340006,BARCELONA,Ensenyament infantil (0-3 anys),,651,,Les Corts,,426736.25327678205,92,﻿99400075745,,True,4,,,20,50,Escola Bressol Municipal Can Bacardí,343903,2004-03-05T12:51:33,4581238.148330811,,2021-07-01T13:20:05.927611,65103003000000,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (0-3 anys),41.37933135791374,,210343,la Maternitat i Sant Ramon,True,20001
,,2.123827322512148,Tel.,,Trav Corts,Telèfons,8028,56731070,933340006,BARCELONA,Escoles Bressol municipals,,651,,Les Corts,,426736.25327678205,92,﻿99400075745,,True,4,,,20,51,Escola Bressol Municipal Can Bacardí,343903,2004-03-05T12:51:33,4581238.148330811,,2021-07-01T13:20:05.927611,65103003000002,Planol BCN >> Educació >> Ensenyament infantil >> Escoles Bressol municipals,41.37933135791374,,210343,la Maternitat i Sant Ramon,True,20001
,,2.159315251769413,Tel.,,C València,Telèfons,8011,56731068,933233131,BARCELONA,Ensenyament infantil (0-3 anys),,651,,Eixample,,429714.7260862963,218,﻿92086003645,,True,2,,,8,52,Llar d'Infants Ninets,350308,1984-05-30T00:00:00,4582344.492166538,,2022-11-04T09:29:12.784620,65103003000000,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (0-3 anys),41.38956151051023,,160465,l'Antiga Esquerra de l'Eixample,True,20001
,,2.1548255270520476,Tel.,,C Còrsega,Telèfons,8036,56731068,932182363,BARCELONA,Ensenyament infantil (0-3 anys),,651,,Eixample,,429343.08161767107,242,﻿92086003672,,True,2,,,8,53,Llar d'Infants La Baldufa,90502,1984-05-30T00:00:00,4582729.67633098,,2016-10-24T15:07:35,65103003000000,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (0-3 anys),41.39299816592718,,160469,l'Antiga Esquerra de l'Eixample,True,20001
,52,2.105793978755489,Tel.,,Avinguda d'Esplugues,Telèfons,8034,56732069,93 203 33 32,Barcelona,Educació secundària,,651,,Les Corts,,425236.371,36,﻿99400620286,,True,4,,,21,54,Institut Pedralbes,115400,2019-02-14T11:44:20,4582033.148,,2025-03-12T12:52:33.377857,65103003001001,Planol BCN >> Educació >> Ensenyament reglat >> Educació secundària,41.38635358870959,,232824,Pedralbes,True,20001
,,2.172544299129336,Tel.,,Consell de Cent,Telèfons,8009,,902220031,BARCELONA,,,,,Eixample,,430827.9841121961,425,﻿67171128,,True,2,,,7,379,Instituto Dietética y Nutrición S.A.,89004,2000-03-07T00:00:00,4583091.589107341,,2012-03-02T13:45:28,,,41.396386882960165,,129093,la Dreta de l'Eixample,True,20001
,52,2.105793978755489,Tel.,,Avinguda d'Esplugues,Telèfons,8034,56732073,93 203 33 32,Barcelona,Formació professional,,651,,Les Corts,,425236.371,36,﻿99400620286,,True,4,,,21,55,Institut Pedralbes,115400,2019-02-14T11:44:20,4582033.148,,2025-03-12T12:52:33.377857,65103003001005,Planol BCN >> Educació >> Ensenyament reglat >> Formació professional,41.38635358870959,,232824,Pedralbes,True,20001
,18,2.193324471337654,Tel.,,Carrer de Fernando Pessoa,Telèfons,8030,56732069,93 820 56 93,Barcelona,Educació secundària,,651,,Sant Andreu,,432609.42629234004,10,﻿99400620290,,False,9,,,60,56,Institut La Sagrera Sant Andreu,701334,2019-02-14T12:05:15,4587829.82023473,,2023-07-12T10:45:21.278393,65103003001001,Planol BCN >> Educació >> Ensenyament reglat >> Educació secundària,41.439213922791076,,232763,Sant Andreu,True,20001
,177,2.2102762513684557,Tel.,,Carrer de Cristóbal de Moura,Telèfons,8019,56733068,932292130,Barcelona,Adults,,651,,Sant Martí,,434000.18,177,﻿98307125139,,True,10,,,70,57,Centre de Formació de Persones Adultes Palau de Mar,94300,1998-11-03T00:00:00,4585028.701,,2025-06-11T10:00:14.432394,65103003002000,Planol BCN >> Educació >> Ensenyament no reglat >> Adults,41.414100569941716,,201209,el Besòs i el Maresme,True,20001
,,2.1699735143707626,Tel.,,Rbla Raval,Telèfons,8001,56733068,933103094,BARCELONA,Adults,,651,,Ciutat Vella,,430594.1637911806,29,﻿98307125520,,True,1,,,1,58,Centre de Formació de Persones Adultes Maria Rúbies,701367,1998-11-03T00:00:00,4581119.333304636,,2018-06-08T09:43:50,65103003002000,Planol BCN >> Educació >> Ensenyament no reglat >> Adults,41.37860325209818,,200365,el Raval,True,20001
,,2.194368450987047,Centraleta,,C Doctor Trueta,Telèfons,8005,,932210380,BARCELONA,,,,,Sant Martí,,432647.5275393136,48,﻿99400624358,,True,10,,,67,59,Escola Port *Doctor Trueta,367504,2019-03-27T15:26:05,4582549.056767517,,2019-03-27T15:26:25,,,41.391654898196286,,232752,la Vila Olímpica del Poblenou,True,20003
,,2.1706786948310444,Tel.,,C Marina,Telèfons,8025,56731068,934551042,BARCELONA,Ensenyament infantil (0-3 anys),,651,,Eixample,,430683.8862569852,354,﻿92086036833,,True,2,,,6,60,Escola Bressol Municipal Barrufets,197302,1991-09-25T00:00:00,4584332.032979586,,2020-07-21T12:06:19,65103003000000,Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (0-3 anys),41.40754673475236,,171447,la Sagrada Família,True,20001
